click_depth,revision_count,attention_stability,focus_ratio,confidence,effort,target,attention_reliability,self_report_reliability
1.218438499389171,2.7214003696958917,0.161734431356079,0.6604923056675374,0.13577305276799717,0.5208803010990777,0,0.7754077046977568,0.9383301168649891
7.185327576432264,3.713519367367064,,,0.4066359833144586,0.4927300851216792,0,0.0,0.7951897594289599
1.5133259055557464,1.1556502540385223,0.3428643806501459,0.32050116115759697,0.3142083323067714,0.1518147015852069,0,0.6525094567292111,0.9981752622517592
3.036074190426869,1.3406487687978679,0.11555358217510917,0.4474132726861384,0.023626842457983632,0.3750955056942373,0,0.6046908660639829,0.7212548521967965
1.6493797118238356,0.0,0.0,0.38959355457014233,0.294437629749099,0.33797938726979904,0,0.7845876573899391,0.9326293543016244
0.466337916861538,1.004977838316689,0.38749743694205463,0.547158356825268,0.4035993265592558,0.46064890827814686,0,0.5366134068429189,0.6179284103549358
4.514425850440203,0.5654001611389811,,,0.6848310410034805,0.6767790122565702,0,0.0,0.7137559161193445
4.436993418551571,2.189151048709988,0.2395675130698415,0.46048951472996486,0.5337610919468555,0.37548209610353755,0,0.8020996114724248,0.7401329317959606
4.542179743531213,2.951471110628602,0.14855227042241498,0.4158724479942634,0.3647806989408529,0.26918751355048676,1,0.5287930356527141,0.8208558928711327
3.6260340529849757,0.0,0.22794361115095887,0.2553659168413476,0.7424850185517107,0.4728799596243983,0,0.5321087725509837,0.8891989474682808
3.2850294530624256,1.6547477124002397,0.4451242225258527,0.4665522938467008,0.5769537492182103,0.872847751896718,1,0.9078579637456815,0.8363251942266754
10.235423242905316,1.180395774203731,1.0,0.6951708679791543,0.39068941789772904,0.5690287860064442,1,0.5006482392954248,0.7808868729753007
2.0462383361256817,1.7599567868992598,0.5183238785111987,0.5857694972068623,0.7352418940035075,0.7374247453448005,1,0.524253504735522,0.90473338825879
3.260356011589354,2.6939989509074462,0.7410445592405573,0.7933518291767883,0.5444945957855193,0.4624774369363712,0,0.6425931771278742,0.9025118366606681
7.383231467570736,3.9036775036456874,0.5600971748344161,1.0,0.5506147275198882,1.0,1,0.7489456470648354,0.8365599041614769
0.1185645309407306,0.7982650736575377,0.6042978744774307,0.5386372935158206,0.042168704529686796,0.41829652669857253,0,0.6831514033377162,0.6563313898579433
6.007950479056131,3.246484444956836,,,0.7231331737382768,0.5708943276272838,1,0.0,0.8068359631983401
2.3207971685232094,1.1227187408777417,0.5988658462174282,0.782522591424309,0.2504504249032653,0.6364117690423033,1,0.7392385650346431,0.5881395360495842
2.195911661084355,2.3307225466689254,0.5419808931181753,0.43699458198880214,0.490872042138959,0.2981332325427105,1,0.736643067856598,0.9578654073198101
8.490389575335541,2.466630414828151,0.8034253220398044,0.7905837986402827,0.9123409617097828,0.5113416359490319,1,0.8276155186540362,0.8442341913095186
5.479100149141024,3.6795969430945723,,,0.7167259061940965,0.5564794486709947,1,0.0,0.939231950265543
8.38358460990261,3.315385049935437,0.6981413523046948,0.6664291478520574,0.8349025968288735,0.4154556295239009,1,0.5883381671717669,0.6747648859003399
7.762687348532715,3.110128916683933,0.9559921622939302,0.6436380250305791,1.0,1.0,0,0.9360798988530976,0.8511857447277476
7.0885085469918865,3.126435666409336,0.7407231559913977,0.6985470803503029,0.799552498327302,0.8159030416344648,1,0.8404320970804067,0.9376998902718133
2.904641218800853,3.527436060921281,0.20032213918775876,0.6293498032936751,0.28458110722802826,0.5745080132271143,1,0.8519579375199775,0.7892518545427455
2.704378350878916,4.891280254408658,0.585066584746984,0.8412194982516733,0.5914955121650444,0.8273415556975026,1,0.4585643229204129,0.9550344476029375
1.6844045099643126,0.04016179527501884,0.5554710976205776,0.7502040127451798,0.63983904498338,0.5125694337458512,0,0.5613653612942167,0.9178872359945817
0.9802755619070059,0.8309713629708677,,,0.7495121774179057,0.6932895150304075,0,0.0,0.9081247904080259
0.0,0.0,0.20490869135349252,0.38291792786711615,0.45641808875955814,0.38184212621805114,0,0.8714091702449749,0.670580311117331
4.85148252334519,2.942381805202594,0.8554804749615781,0.699690259233438,0.6581527823381437,0.4741130850272227,1,0.5472655874628612,0.8611728520054405
5.0121388609961315,2.1354737339446768,0.10237377436027428,0.8204173305125614,0.9803006090567927,0.7680217957628528,1,0.720937041663342,0.6748351628196336
3.3563321076852515,0.9855844864210053,0.5730330246287568,0.5794668221965658,0.2758935706933465,0.5179469969453137,0,0.8488917703076088,0.8260121994554915
2.257771047146767,2.0848093547616617,,,0.29936040659227525,0.3980458976381782,0,0.0,0.72159601062347
3.7724867765198447,2.099465431738958,0.4430469097878024,0.5122943023350937,0.9089929785306927,0.5415825160055207,0,0.6719491269272034,0.8417944240315526
1.0409693141005731,0.6986095947949255,0.5639967472031528,0.43660376174296006,0.33461031762544274,0.3566443442169722,0,0.48225845274518264,0.5666271205789829
0.0,2.3716622361534876,0.37891239947766364,0.3421204239395304,0.22412241024786989,0.2544607225764972,1,0.6731445562980587,0.5575993083118965
1.3721361989199732,1.759561033754942,0.35626669296105373,0.9242530343174583,0.4055972940712242,0.7536050581171023,0,0.8170169301042471,0.8950275310945686
5.049918608087074,1.8957444327642374,0.6270715836966416,0.6636294159325502,0.9725547870549347,0.625356612303463,1,0.7168669418111219,0.6914933912464886
2.5807127844044984,3.2340698823750724,,,0.45824129955397747,0.6482076648530266,0,0.0,0.8375723540744814
0.0,0.6926678891395607,0.32407556237943097,0.19756236880999542,0.3984745335693616,0.20347711810405342,0,0.7620095786471573,0.7647613165707803
3.897833572365542,3.556251105956168,0.7125730698563468,0.7133408860360501,1.0,0.2897776330139285,1,0.9301989343187903,0.8116429270344288
4.362167995665739,1.8635500225424728,0.4047946081665191,0.36380055019203017,0.6533239792892471,0.5456893288034544,1,0.8893553855571048,0.8943990850978809
3.287590201922777,3.900600753137792,,,0.4610930187104065,0.5140906189056091,1,0.0,0.6456075545622731
6.047361510233603,3.253026649198364,0.5496722685885593,0.5855970307177201,0.9108477733234602,0.8332499094420222,0,0.8291182094635152,0.7473062748302441
5.329319785456319,0.5814223845547906,0.662867340866114,0.503662979599854,0.6990821376113617,0.4580516663566841,1,0.6982144828168114,0.7410971360334822
7.7414018102904105,2.068919446021109,0.33606475519864876,0.5122808670813404,0.6650376731404714,0.6219923339830618,1,0.5175255095623812,0.7931458442481396
3.5872927787717823,0.023581861489514244,0.5820172830349085,0.4745301685372244,0.4252881629412137,0.22383622423680224,0,0.643990511426615,0.7975820977043606
6.200651635723592,0.5489149587392212,0.826771162646525,0.9465664033945452,0.7000389973066976,0.33544909061364053,1,0.5349925560459907,0.9567351593492514
7.518109673168938,2.147248652024578,1.0,0.7729341524933211,0.7824678072284348,0.49683864584306564,1,0.7179252051320051,0.6691595648491855
8.30759193827926,2.015515621646094,,,0.3812561169214951,0.3002004273165712,1,0.0,0.5728169938852058
0.0,0.0,0.25368199854952,0.6903680825885408,0.08891382309185647,0.5050153072930906,0,0.838675306479596,0.8871639838904452
0.0,2.7611917017562018,0.7325503011119201,0.4143539716933575,0.24980598046675762,0.17712202809229335,1,0.4820060539293687,0.8950129500440323
6.308859558289432,2.2514775276449437,0.9267126525486317,0.8571536199025617,0.8242705318192282,0.39962350795556345,1,0.9836375020392418,0.8424949988222734
3.5552542380766887,3.2925809549284133,0.5130605261459814,0.5933494757555892,0.7423069605064307,0.6005124722698085,1,0.9535244545030639,0.6893513471985653
2.5590468922059197,2.2411064542526993,0.4829821023424901,0.5388116875665703,0.21615276738886408,0.1837249137489702,1,0.46785530960044736,0.8069886606177823
3.6394074888789585,0.3842834220526692,0.2787557168881478,0.5851076479993351,0.7012728216081577,0.5157512016048356,0,0.8961228984697952,0.872732285666392
2.520352982803656,1.2972993843222964,0.98973725934306,0.6835685400413614,0.25705117179864606,0.04804127642939726,1,0.6543872398387469,0.79348838226676
5.295593886086374,1.293981525859203,0.3582434413911946,0.5913979845783413,0.18316539440776908,0.4174242288756789,0,0.7491978298344141,0.6649207919283813
1.7616657770180084,0.9269849786467355,0.4743486587962926,0.4270193477212279,0.5622532015091486,0.5301558113629303,1,0.514147363235449,0.8529643506688083
3.320104878619059,2.0458851320944476,0.584992233916328,0.47055977968889795,0.4490958311155606,0.06839455953088469,1,0.6807839776737988,0.8448308590823612
7.093147744945755,2.8946884202455743,0.8924246290138533,0.9669977667898466,0.7445918312669343,0.4063028196266477,1,0.649505559017227,0.9364264458711218
2.5866244745056672,4.321176884983727,0.44320070815296914,0.6937518254872739,0.4879270785995507,0.336589897135562,1,0.581193183494251,0.8503117350816317
1.4776731150611662,0.7369563568244254,0.2070885414032001,0.50589737989213,0.12027063850090053,0.0,0,0.5833519412724271,0.8423698866256893
4.6915643593546745,1.4001254621429273,,,0.6819921127575704,0.7654726841168565,1,0.0,0.7216404165161978
6.124656112490947,3.295399996970403,,,0.8330096869093654,0.729488501496804,1,0.0,0.9897753027990539
2.0839177447596984,0.0,0.5166609407179812,0.37461251652982935,0.6253750776021728,0.2595284779122997,1,0.8452562955350762,0.879414705515926
